surface,player_1_win,player_1,Player_1_hand,Player_1_age,player_2,Player_2_hand,Player_2_age
Hard,1,Dudi Sela,R,32.47638604,Matthew Ebden,R,29.83162218
Hard,1,Sergiy Stakhovsky,R,31.71800137,Nicolas Kicker,R,25.10882957
Hard,0,Lloyd George Muirhead Harris,R,20.58316222,Alexandr Dolgopolov,R,28.88158795
Hard,0,Joao Sousa,R,28.49007529,Henri Laaksonen,R,25.48665298
Hard,1,Marius Copil,R,26.94045175,Malek Jaziri,R,33.68104038
Hard,1,Zhizhen Zhang,U,20.94182067,Rogerio Dutra Silva,R,33.64271047
Hard,1,Donald Young,L,28.17522245,Nicola Kuhn,R,17.51676934
Hard,0,Alessandro Giannessi,L,27.32375086,Jeremy Chardy,R,30.61738535
Hard,0,Akira Santillan,R,20.3449692,Evgeny Donskoy,R,27.38124572
Hard,0,Nick Kyrgios,R,22.43394935,Rafael Nadal,L,31.33196441
Hard,1,Rafael Nadal,L,31.33196441,Grigor Dimitrov,R,26.38193018
Hard,0,Alexander Zverev,R,20.45174538,Nick Kyrgios,R,22.43394935
Hard,1,Rafael Nadal,L,31.33196441,John Isner,R,32.43531828
Hard,1,Grigor Dimitrov,R,26.38193018,Roberto Bautista Agut,R,29.46748802
Hard,1,Nick Kyrgios,R,22.43394935,Steve Darcis,R,33.55509925
Hard,0,Andrey Rublev,R,19.95071869,Alexander Zverev,R,20.45174538
Hard,1,Rafael Nadal,L,31.33196441,Karen Khachanov,R,21.36618754
Hard,1,John Isner,R,32.43531828,Leonardo Mayer,R,30.38466804
Hard,0,Juan Martin Del Potro,R,29.02395619,Grigor Dimitrov,R,26.38193018
Hard,1,Roberto Bautista Agut,R,29.46748802,Aljaz Bedene,R,28.20807666
Hard,1,Nick Kyrgios,R,22.43394935,Mischa Zverev,L,30.11362081
Hard,0,Dusan Lajovic,R,27.25804244,Steve Darcis,R,33.55509925
Hard,1,Andrey Rublev,R,19.95071869,Tomas Berdych,R,32.04106776
Hard,0,Fabio Fognini,R,30.36002738,Alexander Zverev,R,20.45174538
Hard,0,Lucas Pouille,R,23.60574949,Rafael Nadal,L,31.33196441
Hard,1,Karen Khachanov,R,21.36618754,Di Wu,R,26.05065024
Hard,0,Paolo Lorenzi,R,35.79739904,Leonardo Mayer,R,30.38466804
Hard,0,Malek Jaziri,R,33.70020534,John Isner,R,32.43531828
Hard,1,Grigor Dimitrov,R,26.38193018,Damir Dzumhur,R,25.36892539
Hard,0,Pablo Cuevas,R,31.75085558,Juan Martin Del Potro,R,29.02395619
Hard,1,Aljaz Bedene,R,28.20807666,Marcel Granollers,R,31.47433265
Hard,0,Ze Zhang,R,27.24709103,Roberto Bautista Agut,R,29.46748802
Hard,1,Nick Kyrgios,R,22.43394935,Nikoloz Basilashvili,R,25.60711841
Hard,0,Jan Lennard Struff,R,27.43874059,Mischa Zverev,L,30.11362081
Hard,0,Fernando Verdasco,L,33.88090349,Dusan Lajovic,R,27.25804244
Hard,1,Steve Darcis,R,33.55509925,Pablo Carreno Busta,R,26.22587269
Hard,0,Jared Donaldson,R,20.98015058,Tomas Berdych,R,32.04106776
Hard,0,Jack Sock,R,25.02121834,Andrey Rublev,R,19.95071869
Hard,1,Fabio Fognini,R,30.36002738,Robin Haase,R,30.49144422
Hard,1,Alexander Zverev,R,20.45174538,Kyle Edmund,R,22.73237509
Hard,1,David Goffin,R,26.81998631,Adrian Mannarino,L,29.25941136
Hard,0,Marin Cilic,R,29.01026694,Adrian Mannarino,L,29.25941136
Hard,0,Diego Sebastian Schwartzman,R,25.12799452,David Goffin,R,26.81998631
Hard,1,Marin Cilic,R,29.01026694,Ryan Harrison,R,25.40451745
Hard,1,Adrian Mannarino,L,29.25941136,Yuichi Sugita,R,29.03764545
Hard,1,David Goffin,R,26.81998631,Richard Gasquet,R,31.29089665
Hard,0,Steve Johnson,R,27.77275838,Diego Sebastian Schwartzman,R,25.12799452
Hard,0,Yasutaka Uchiyama,R,25.15811088,Marin Cilic,R,29.01026694
Hard,0,Kevin Anderson,R,31.37577002,Ryan Harrison,R,25.40451745
Hard,0,Milos Raonic,R,26.7652293,Yuichi Sugita,R,29.03764545
Hard,1,Adrian Mannarino,L,29.25941136,Jiri Vesely,L,24.22997947
Hard,1,Richard Gasquet,R,31.29089665,Yen Hsun Lu,R,34.13552361
Hard,1,David Goffin,R,26.81998631,Matthew Ebden,R,29.85078713
Hard,0,Bernard Tomic,R,24.94729637,Diego Sebastian Schwartzman,R,25.12799452
Hard,0,Alexandr Dolgopolov,R,28.90075291,Steve Johnson,R,27.77275838
Hard,1,Marin Cilic,R,29.01026694,Stefanos Tsitsipas,R,19.14031485
Hard,1,Yasutaka Uchiyama,R,25.15811088,Franco Skugor,R,30.03422313
Hard,0,Yusuke Takahashi,U,0,Ryan Harrison,R,25.40451745
Hard,1,Kevin Anderson,R,31.37577002,Gilles Simon,R,32.76386037
Hard,1,Milos Raonic,R,26.7652293,Viktor Troicki,R,31.64134155
Hard,0,Benoit Paire,R,28.40246407,Yuichi Sugita,R,29.03764545
Hard,0,Go Soeda,R,33.07323751,Adrian Mannarino,L,29.25941136
Hard,1,Jiri Vesely,L,24.22997947,Albert Ramos,L,29.70841889
Hard,0,Sam Querrey,R,29.98767967,Richard Gasquet,R,31.29089665
Hard,1,Yen Hsun Lu,R,34.13552361,Taro Daniel,R,24.678987
Hard,1,Matthew Ebden,R,29.85078713,Ivo Karlovic,R,38.5927447
Hard,1,David Goffin,R,26.81998631,Feliciano Lopez,L,36.03285421
Hard,0,Donald Young,L,28.19438741,Diego Sebastian Schwartzman,R,25.12799452
Hard,1,Bernard Tomic,R,24.94729637,Joao Sousa,R,28.50924025
Hard,0,Daniil Medvedev,R,21.63997262,Alexandr Dolgopolov,R,28.90075291
Hard,1,Steve Johnson,R,27.77275838,Dominic Thiem,R,24.07939767
Hard,1,Roger Federer,R,36.16974675,Rafael Nadal,L,31.35112936
Hard,0,Marin Cilic,R,29.0294319,Rafael Nadal,L,31.35112936
Hard,0,Juan Martin Del Potro,R,29.04312115,Roger Federer,R,36.16974675
Hard,0,Grigor Dimitrov,R,26.40109514,Rafael Nadal,L,31.35112936
Hard,0,Albert Ramos,L,29.72758385,Marin Cilic,R,29.0294319
Hard,1,Juan Martin Del Potro,R,29.04312115,Viktor Troicki,R,31.6605065
Hard,1,Roger Federer,R,36.16974675,Richard Gasquet,R,31.3100616
Hard,0,Fabio Fognini,R,30.37919233,Rafael Nadal,L,31.35112936
Hard,1,Grigor Dimitrov,R,26.40109514,Sam Querrey,R,30.00684463
Hard,1,Marin Cilic,R,29.0294319,Steve Johnson,R,27.79192334
Hard,1,Albert Ramos,L,29.72758385,Jan Lennard Struff,R,27.45790554
Hard,1,Viktor Troicki,R,31.6605065,John Isner,R,32.45448323
Hard,1,Juan Martin Del Potro,R,29.04312115,Alexander Zverev,R,20.47091034
Hard,1,Richard Gasquet,R,31.3100616,Gilles Simon,R,32.78302533
Hard,1,Roger Federer,R,36.16974675,Alexandr Dolgopolov,R,28.91991786
Hard,0,Jared Donaldson,R,20.99931554,Rafael Nadal,L,31.35112936
Hard,0,Lucas Pouille,R,23.62491444,Fabio Fognini,R,30.37919233
Hard,1,Sam Querrey,R,30.00684463,Francis Tiafoe,R,19.71800137
Hard,1,Grigor Dimitrov,R,26.40109514,Ryan Harrison,R,25.42368241
Hard,0,Kyle Edmund,R,22.75154004,Marin Cilic,R,29.0294319
Hard,0,Di Wu,R,26.0698152,Steve Johnson,R,27.79192334
Hard,1,Jan Lennard Struff,R,27.45790554,Kevin Anderson,R,31.39493498
Hard,1,Albert Ramos,L,29.72758385,Pablo Carreno Busta,R,26.24503765
Hard,0,Dominic Thiem,R,24.09856263,Viktor Troicki,R,31.6605065
Hard,0,Stefanos Tsitsipas,R,19.15947981,John Isner,R,32.45448323
Hard,0,Andrey Rublev,R,19.96988364,Juan Martin Del Potro,R,29.04312115
Hard,0,Aljaz Bedene,R,28.22724162,Alexander Zverev,R,20.47091034
Hard,1,Gilles Simon,R,32.78302533,David Goffin,R,26.83915127
Hard,0,Hyeon Chung,R,21.3908282,Richard Gasquet,R,31.3100616
Hard,0,Feliciano Lopez,L,36.05201917,Alexandr Dolgopolov,R,28.91991786
Hard,0,Diego Sebastian Schwartzman,R,25.14715948,Roger Federer,R,36.16974675
Hard,0,Pablo Cuevas,R,31.77002053,Jared Donaldson,R,20.99931554
Hard,0,Fernando Verdasco,L,33.90006845,Fabio Fognini,R,30.37919233
Hard,1,Lucas Pouille,R,23.62491444,Daniil Medvedev,R,21.65913758
Hard,1,Sam Querrey,R,30.00684463,Yuichi Sugita,R,29.0568104
Hard,1,Francis Tiafoe,R,19.71800137,Benoit Paire,R,28.42162902
Hard,0,Ze Zhang,R,27.26625599,Ryan Harrison,R,25.42368241
Hard,0,Jiri Vesely,L,24.24914442,Kyle Edmund,R,22.75154004
Hard,1,Di Wu,R,26.0698152,Jeremy Chardy,R,30.65571526
Hard,0,Nick Kyrgios,R,22.45311431,Steve Johnson,R,27.79192334
Hard,1,Kevin Anderson,R,31.39493498,Adrian Mannarino,L,29.27857632
Hard,1,Jan Lennard Struff,R,27.45790554,Mischa Zverev,L,30.13278576
Hard,1,Albert Ramos,L,29.72758385,Joao Sousa,R,28.5284052
Hard,1,Viktor Troicki,R,31.6605065,Denis Shapovalov,L,18.48596851
Hard,0,Karen Khachanov,R,21.3853525,Stefanos Tsitsipas,R,19.15947981
Hard,0,Dusan Lajovic,R,27.27720739,John Isner,R,32.45448323
Hard,1,Juan Martin Del Potro,R,29.04312115,Nikoloz Basilashvili,R,25.62628337
Hard,0,Damir Dzumhur,R,25.38809035,Andrey Rublev,R,19.96988364
Hard,0,Paolo Lorenzi,R,35.816564,Aljaz Bedene,R,28.22724162
Hard,1,Gilles Simon,R,32.78302533,Yibing Wu,R,17.98767967
Hard,1,Richard Gasquet,R,31.3100616,Robin Haase,R,30.51060917
Hard,0,Roberto Bautista Agut,R,29.48665298,Hyeon Chung,R,21.3908282
Hard,1,Alexandr Dolgopolov,R,28.91991786,Jack Sock,R,25.0403833
Hard,1,Feliciano Lopez,L,36.05201917,Ivo Karlovic,R,38.61190965
Hard,0,Jordan Thompson,R,23.4715948,Diego Sebastian Schwartzman,R,25.14715948
Hard,1,Jo Wilfried Tsonga,R,32.49828884,Diego Sebastian Schwartzman,R,25.16632444
Hard,0,Stefanos Tsitsipas,R,19.17864476,Diego Sebastian Schwartzman,R,25.16632444
Hard,1,Jo Wilfried Tsonga,R,32.49828884,Ruben Bemelmans,L,29.75496235
Hard,1,Stefanos Tsitsipas,R,19.17864476,David Goffin,R,26.85831622
Hard,1,Diego Sebastian Schwartzman,R,25.16632444,David Ferrer,R,35.54004107
Hard,0,Joao Sousa,R,28.54757016,Ruben Bemelmans,L,29.75496235
Hard,1,Jo Wilfried Tsonga,R,32.49828884,Julien Benneteau,R,35.8220397
Hard,1,David Goffin,R,26.85831622,Francis Tiafoe,R,19.73716632
Hard,0,Ivo Karlovic,R,38.63107461,Stefanos Tsitsipas,R,19.17864476
Hard,1,Diego Sebastian Schwartzman,R,25.16632444,Ernesto Escobedo,R,21.28405202
Hard,0,Steve Darcis,R,33.59342916,David Ferrer,R,35.54004107
Hard,0,Sergiy Stakhovsky,R,31.77549624,Joao Sousa,R,28.54757016
Hard,0,Nick Kyrgios,R,22.47227926,Ruben Bemelmans,L,29.75496235
Hard,0,Henri Laaksonen,R,25.54414784,Julien Benneteau,R,35.8220397
Hard,0,Kenny De Schepper,L,30.38466804,Jo Wilfried Tsonga,R,32.49828884
Hard,1,Francis Tiafoe,R,19.73716632,Florian Mayer,R,34.03148528
Hard,1,Ivo Karlovic,R,38.63107461,Guido Pella,L,27.41683778
Hard,1,Stefanos Tsitsipas,R,19.17864476,Pablo Cuevas,R,31.78918549
Hard,0,Denis Shapovalov,L,18.50513347,Ernesto Escobedo,R,21.28405202
Hard,1,Steve Darcis,R,33.59342916,Cedrik Marcel Stebe,L,27.01984942
Hard,0,Stefano Travaglia,U,25.82888433,David Ferrer,R,35.54004107
Hard,0,Benoit Paire,R,28.44079398,Joao Sousa,R,28.54757016
Hard,1,Sergiy Stakhovsky,R,31.77549624,Jared Donaldson,R,21.01848049
Hard,0,Peter Gojowczyk,R,28.25462012,Ruben Bemelmans,L,29.75496235
Hard,1,Henri Laaksonen,R,25.54414784,Alexandr Dolgopolov,R,28.93908282
Hard,1,Julien Benneteau,R,35.8220397,Nikoloz Basilashvili,R,25.64544832
Hard,1,Kenny De Schepper,L,30.38466804,Aldin Setkic,R,29.82067077
Hard,0,Ricardas Berankis,R,27.321013,Damir Dzumhur,R,25.4072553
Hard,0,Mirza Basic,R,26.2642026,Damir Dzumhur,R,25.4072553
Hard,0,Adrian Mannarino,L,29.29774127,Ricardas Berankis,R,27.321013
Hard,1,Mirza Basic,R,26.2642026,Daniil Medvedev,R,21.67830253
Hard,1,Damir Dzumhur,R,25.4072553,Andreas Seppi,R,33.65092402
Hard,1,Adrian Mannarino,L,29.29774127,Dudi Sela,R,32.5338809
Hard,0,Alexander Bublik,R,20.33127995,Ricardas Berankis,R,27.321013
Hard,1,Daniil Medvedev,R,21.67830253,Pablo Carreno Busta,R,26.2642026
Hard,1,Mirza Basic,R,26.2642026,Laslo Djere,R,22.37371663
Hard,0,Philipp Kohlschreiber,R,34.00136893,Andreas Seppi,R,33.65092402
Hard,0,Yuki Bhambri,R,25.28405202,Damir Dzumhur,R,25.4072553
Hard,1,Dudi Sela,R,32.5338809,Rogerio Dutra Silva,R,33.70020534
Hard,0,Lukas Rosol,R,32.22997947,Adrian Mannarino,L,29.29774127
Hard,0,Filip Krajinovic,R,25.63449692,Ricardas Berankis,R,27.321013
Hard,1,Alexander Bublik,R,20.33127995,Albert Ramos,L,29.7467488
Hard,0,Andrey Kuznetsov,R,26.64750171,Daniil Medvedev,R,21.67830253
Hard,0,Blaz Kavcic,R,30.61738535,Mirza Basic,R,26.2642026
Hard,1,Laslo Djere,R,22.37371663,Paolo Lorenzi,R,35.83572895
Hard,1,Andreas Seppi,R,33.65092402,Jiri Vesely,L,24.26830938
Hard,0,Roman Safiullin,U,20.19164956,Yuki Bhambri,R,25.28405202
Hard,0,Thomas Fabbiano,R,28.39151266,Damir Dzumhur,R,25.4072553
Hard,1,Dudi Sela,R,32.5338809,Borna Coric,R,20.91991786
Hard,0,Evgeny Donskoy,R,27.43874059,Rogerio Dutra Silva,R,33.70020534
Hard,0,Konstantin Kravchuk,R,32.64339494,Lukas Rosol,R,32.22997947
Hard,0,Andrey Rublev,R,19.9890486,Filip Krajinovic,R,25.63449692
Hard,0,Dusan Lajovic,R,27.29637235,Ricardas Berankis,R,27.321013
Hard,0,Teymuraz Gabashvili,R,32.39972621,Alexander Bublik,R,20.33127995
Hard,0,Grigor Dimitrov,R,26.4202601,Juan Martin Del Potro,R,29.06228611
Hard,1,Grigor Dimitrov,R,26.4202601,Fabio Fognini,R,30.39835729
Hard,0,Fernando Verdasco,L,33.9192334,Juan Martin Del Potro,R,29.06228611
Hard,0,Mischa Zverev,L,30.15195072,Grigor Dimitrov,R,26.4202601
Hard,0,Jack Sock,R,25.05954825,Fabio Fognini,R,30.39835729
Hard,1,Juan Martin Del Potro,R,29.06228611,Yuichi Sugita,R,29.07597536
Hard,0,Kevin Anderson,R,31.41409993,Fernando Verdasco,L,33.9192334
Hard,0,Jerzy Janowicz,R,26.92402464,Grigor Dimitrov,R,26.4202601
Hard,1,Mischa Zverev,L,30.15195072,Viktor Troicki,R,31.67967146
Hard,1,Jack Sock,R,25.05954825,Jeremy Chardy,R,30.67488022
Hard,0,Elias Ymer,R,21.51676934,Fabio Fognini,R,30.39835729
Hard,1,Yuichi Sugita,R,29.07597536,Marcos Baghdatis,R,32.33127995
Hard,0,Jan Lennard Struff,R,27.4770705,Juan Martin Del Potro,R,29.06228611
Hard,0,Jurgen Zopp,R,29.54962355,Fernando Verdasco,L,33.9192334
Hard,1,Kevin Anderson,R,31.41409993,Hyeon Chung,R,21.40999316
Hard,1,Jerzy Janowicz,R,26.92402464,Pierre Hugues Herbert,R,26.58179329
Hard,1,Viktor Troicki,R,31.67967146,Simone Bolelli,R,32.02190281
Hard,1,Mischa Zverev,L,30.15195072,Mikael Ymer,R,19.10198494
Hard,1,Jeremy Chardy,R,30.67488022,Alessandro Giannessi,L,27.38124572
Hard,1,Elias Ymer,R,21.51676934,Leonardo Mayer,R,30.42299795
Hard,1,Fabio Fognini,R,30.39835729,Malek Jaziri,R,33.73853525
Hard,1,Yuichi Sugita,R,29.07597536,Denis Istomin,R,31.10746064
Hard,1,Marcos Baghdatis,R,32.33127995,Norbert Gombos,R,27.17590691
Hard,1,Jan Lennard Struff,R,27.4770705,Marius Copil,R,26.99794661
Hard,1,Fernando Verdasco,L,33.9192334,Robin Haase,R,30.52977413
Hard,1,Jurgen Zopp,R,29.54962355,Lukas Lacko,R,29.95208761
Hard,0,Marton Fucsovics,R,25.68651608,Hyeon Chung,R,21.40999316
Hard,0,Juan Martin Del Potro,R,29.08145106,Roger Federer,R,36.20807666
Hard,0,David Goffin,R,26.87748118,Roger Federer,R,36.20807666
Hard,0,Marin Cilic,R,29.06776181,Juan Martin Del Potro,R,29.08145106
Hard,0,Adrian Mannarino,L,29.31690623,Roger Federer,R,36.20807666
Hard,0,Jack Sock,R,25.07871321,David Goffin,R,26.87748118
Hard,0,Roberto Bautista Agut,R,29.52498289,Juan Martin Del Potro,R,29.08145106
Hard,0,Marton Fucsovics,R,25.70568104,Marin Cilic,R,29.06776181
Hard,0,Benoit Paire,R,28.45995893,Roger Federer,R,36.20807666
Hard,0,Denis Shapovalov,L,18.52429843,Adrian Mannarino,L,29.31690623
Hard,1,David Goffin,R,26.87748118,Hyeon Chung,R,21.42915811
Hard,1,Jack Sock,R,25.07871321,Robin Haase,R,30.54893908
Hard,1,Roberto Bautista Agut,R,29.52498289,Ryan Harrison,R,25.46201232
Hard,1,Juan Martin Del Potro,R,29.08145106,Julien Benneteau,R,35.84120465
Hard,0,Leonardo Mayer,R,30.4421629,Marton Fucsovics,R,25.70568104
Hard,0,Borna Coric,R,20.93908282,Marin Cilic,R,29.06776181
Hard,1,Roger Federer,R,36.20807666,Francis Tiafoe,R,19.75633128
Hard,1,Benoit Paire,R,28.45995893,Steve Johnson,R,27.83025325
Hard,0,Yuichi Sugita,R,29.09514031,Denis Shapovalov,L,18.52429843
Hard,0,Ruben Bemelmans,L,29.77412731,Adrian Mannarino,L,29.31690623
Hard,0,Peter Gojowczyk,R,28.27378508,David Goffin,R,26.87748118
Hard,1,Hyeon Chung,R,21.42915811,Paolo Lorenzi,R,35.85489391
Hard,1,Robin Haase,R,30.54893908,Marco Chiudinelli,R,36.11772758
Hard,0,Vasek Pospisil,R,27.33470226,Jack Sock,R,25.07871321
Hard,1,Roberto Bautista Agut,R,29.52498289,Mikhail Kukushkin,R,29.82614648
Hard,1,Ryan Harrison,R,25.46201232,Alexandr Dolgopolov,R,28.95824778
Hard,1,Julien Benneteau,R,35.84120465,Donald Young,L,28.25188227
Hard,1,Juan Martin Del Potro,R,29.08145106,Joao Sousa,R,28.56673511
Hard,0,Mischa Zverev,L,30.17111567,Leonardo Mayer,R,30.4421629
Hard,0,Jared Donaldson,R,21.03764545,Marton Fucsovics,R,25.70568104
Hard,1,Borna Coric,R,20.93908282,Henri Laaksonen,R,25.5633128
Hard,0,Florian Mayer,R,34.05065024,Marin Cilic,R,29.06776181
Hard,0,Jo Wilfried Tsonga,R,32.5174538,Lucas Pouille,R,23.66324435
Hard,1,Jo Wilfried Tsonga,R,32.5174538,Philipp Kohlschreiber,R,34.02053388
Hard,0,Kyle Edmund,R,22.78986995,Lucas Pouille,R,23.66324435
Hard,0,Alexander Zverev,R,20.50924025,Jo Wilfried Tsonga,R,32.5174538
Hard,1,Philipp Kohlschreiber,R,34.02053388,Diego Sebastian Schwartzman,R,25.18548939
Hard,0,Jan Lennard Struff,R,27.49623546,Kyle Edmund,R,22.78986995
Hard,0,Richard Gasquet,R,31.34839151,Lucas Pouille,R,23.66324435
Hard,0,Gilles Simon,R,32.82135524,Alexander Zverev,R,20.50924025
Hard,1,Jo Wilfried Tsonga,R,32.5174538,Damir Dzumhur,R,25.42642026
Hard,0,Pablo Carreno Busta,R,26.28336756,Diego Sebastian Schwartzman,R,25.18548939
Hard,1,Philipp Kohlschreiber,R,34.02053388,Pierre Hugues Herbert,R,26.60095825
Hard,0,Albert Ramos,L,29.76591376,Jan Lennard Struff,R,27.49623546
Hard,0,Dennis Novak,R,24.15331964,Kyle Edmund,R,22.78986995
Hard,0,Guillermo Garcia Lopez,R,34.38740589,Lucas Pouille,R,23.66324435
Hard,0,Dominic Thiem,R,24.13689254,Richard Gasquet,R,31.34839151
Hard,1,Alexander Zverev,R,20.50924025,Viktor Troicki,R,31.69883641
Hard,1,Gilles Simon,R,32.82135524,Ernests Gulbis,R,29.14715948
Hard,0,Ricardas Berankis,R,27.34017796,Damir Dzumhur,R,25.42642026
Hard,0,Karen Khachanov,R,21.42368241,Jo Wilfried Tsonga,R,32.5174538
Hard,1,Pablo Carreno Busta,R,26.28336756,Guido Pella,L,27.43600274
Hard,1,Diego Sebastian Schwartzman,R,25.18548939,Fabio Fognini,R,30.41752225
Hard,1,Pierre Hugues Herbert,R,26.60095825,Bernard Tomic,R,25.00479124
Hard,0,John Isner,R,32.49281314,Philipp Kohlschreiber,R,34.02053388
Hard,1,Albert Ramos,L,29.76591376,Sam Querrey,R,30.04517454
Hard,1,Jan Lennard Struff,R,27.49623546,Pablo Cuevas,R,31.80835044
Hard,1,Kyle Edmund,R,22.78986995,David Ferrer,R,35.55920602
Hard,0,Thomas Fabbiano,R,28.41067762,Dennis Novak,R,24.15331964
Hard,1,Guillermo Garcia Lopez,R,34.38740589,Kevin Anderson,R,31.43326489
Hard,0,Sebastian Ofner,R,21.44832307,Lucas Pouille,R,23.66324435
Hard,0,Feliciano Lopez,L,36.09034908,Richard Gasquet,R,31.34839151
Hard,1,Dominic Thiem,R,24.13689254,Andrey Rublev,R,20.00821355
Hard,1,Jack Sock,R,25.09787817,Filip Krajinovic,R,25.67282683
Hard,1,Filip Krajinovic,R,25.67282683,John Isner,R,32.5119781
Hard,0,Julien Benneteau,R,35.86036961,Jack Sock,R,25.09787817
Hard,1,John Isner,R,32.5119781,Juan Martin Del Potro,R,29.10061602
Hard,0,Marin Cilic,R,29.08692676,Julien Benneteau,R,35.86036961
Hard,1,Jack Sock,R,25.09787817,Fernando Verdasco,L,33.95756331
Hard,0,Pablo Cuevas,R,31.8275154,Rafael Nadal,L,31.40862423
Hard,1,Filip Krajinovic,R,25.67282683,Nicolas Mahut,R,35.77275838
Hard,0,Robin Haase,R,30.56810404,Juan Martin Del Potro,R,29.10061602
Hard,0,Grigor Dimitrov,R,26.45859001,John Isner,R,32.5119781
Hard,0,David Goffin,R,26.89664613,Julien Benneteau,R,35.86036961
Hard,1,Marin Cilic,R,29.08692676,Roberto Bautista Agut,R,29.54414784
Hard,0,Dominic Thiem,R,24.15605749,Fernando Verdasco,L,33.95756331
Hard,1,Jack Sock,R,25.09787817,Lucas Pouille,R,23.68240931
Hard,1,Rafael Nadal,L,31.40862423,Hyeon Chung,R,21.44832307
Hard,0,Albert Ramos,L,29.78507871,Pablo Cuevas,R,31.8275154
Hard,1,Filip Krajinovic,R,25.67282683,Sam Querrey,R,30.06433949
Hard,1,Nicolas Mahut,R,35.77275838,Pablo Carreno Busta,R,26.30253251
Hard,1,Robin Haase,R,30.56810404,Alexander Zverev,R,20.5284052
Hard,0,Joao Sousa,R,28.58590007,Juan Martin Del Potro,R,29.10061602
Hard,1,John Isner,R,32.5119781,Diego Sebastian Schwartzman,R,25.20465435
Hard,1,Grigor Dimitrov,R,26.45859001,Richard Gasquet,R,31.36755647
Hard,1,David Goffin,R,26.89664613,Adrian Mannarino,L,29.33607118
Hard,1,Julien Benneteau,R,35.86036961,Jo Wilfried Tsonga,R,32.53661875
Hard,0,Jeremy Chardy,R,30.71321013,Roberto Bautista Agut,R,29.54414784
Hard,0,Borna Coric,R,20.95824778,Marin Cilic,R,29.08692676
Hard,0,Peter Gojowczyk,R,28.29295003,Dominic Thiem,R,24.15605749
Hard,0,Kevin Anderson,R,31.45242984,Fernando Verdasco,L,33.95756331
Hard,0,Kyle Edmund,R,22.80903491,Jack Sock,R,25.09787817
Hard,1,Lucas Pouille,R,23.68240931,Feliciano Lopez,L,36.10951403
Hard,1,Hyeon Chung,R,21.44832307,Mischa Zverev,L,30.19028063
Hard,1,Pablo Cuevas,R,31.8275154,Karen Khachanov,R,21.44284736
Hard,1,Filip Krajinovic,R,25.67282683,Yuichi Sugita,R,29.11430527
Hard,1,Nicolas Mahut,R,35.77275838,Vasek Pospisil,R,27.35386721
Hard,1,Robin Haase,R,30.56810404,Steve Johnson,R,27.84941821
Hard,1,Joao Sousa,R,28.58590007,Paolo Lorenzi,R,35.87405886
Hard,1,Diego Sebastian Schwartzman,R,25.20465435,Viktor Troicki,R,31.71800137
Hard,1,Richard Gasquet,R,31.36755647,Benoit Paire,R,28.47912389
Hard,0,David Ferrer,R,35.57837098,Adrian Mannarino,L,29.33607118
Hard,1,Julien Benneteau,R,35.86036961,Denis Shapovalov,L,18.54346338
Hard,0,Gilles Simon,R,32.84052019,Jeremy Chardy,R,30.71321013
Hard,0,Jan Lennard Struff,R,27.51540041,Borna Coric,R,20.95824778
Hard,1,Peter Gojowczyk,R,28.29295003,Ryan Harrison,R,25.48117728
Hard,1,Fernando Verdasco,L,33.95756331,Andrey Rublev,R,20.02737851
Hard,0,Evgeny Donskoy,R,27.4770705,Kyle Edmund,R,22.80903491
Hard,0,Pierre Hugues Herbert,R,26.6201232,Feliciano Lopez,L,36.10951403
Hard,1,Grigor Dimitrov,R,26.49691992,David Goffin,R,26.93497604
Hard,1,Grigor Dimitrov,R,26.49691992,Jack Sock,R,25.13620808
Hard,0,Roger Federer,R,36.26557153,David Goffin,R,26.93497604
Hard,1,Dominic Thiem,R,24.19438741,Pablo Carreno Busta,R,26.34086242
Hard,1,Grigor Dimitrov,R,26.49691992,Pablo Carreno Busta,R,26.34086242
Hard,1,Grigor Dimitrov,R,26.49691992,Dominic Thiem,R,24.19438741
Hard,1,David Goffin,R,26.93497604,Dominic Thiem,R,24.19438741
Hard,1,Grigor Dimitrov,R,26.49691992,David Goffin,R,26.93497604
Hard,0,Alexander Zverev,R,20.56673511,Roger Federer,R,36.26557153
Hard,1,Roger Federer,R,36.26557153,Marin Cilic,R,29.12525667
Hard,1,Roger Federer,R,36.26557153,Jack Sock,R,25.13620808
Hard,0,Marin Cilic,R,29.12525667,Alexander Zverev,R,20.56673511
Hard,1,Jack Sock,R,25.13620808,Alexander Zverev,R,20.56673511
Hard,1,Jack Sock,R,25.13620808,Marin Cilic,R,29.12525667
Hard,0,Rafael Nadal,L,31.44695414,David Goffin,R,26.93497604
Hard,1,David Goffin,R,26.954141,Lucas Pouille,R,23.73990418
Hard,0,Steve Darcis,R,33.68925394,Jo Wilfried Tsonga,R,32.59411362
Hard,1,David Goffin,R,26.954141,Jo Wilfried Tsonga,R,32.59411362
Hard,1,Lucas Pouille,R,23.73990418,Steve Darcis,R,33.68925394
Hard,1,Grigor Dimitrov,R,25.63449692,Kei Nishikori,R,27.01163587
Hard,1,Grigor Dimitrov,R,25.63449692,Milos Raonic,R,26.01779603
Hard,0,Stanislas Wawrinka,R,31.76728268,Kei Nishikori,R,27.01163587
Hard,1,Milos Raonic,R,26.01779603,Rafael Nadal,L,30.58453114
Hard,0,Dominic Thiem,R,23.33196441,Grigor Dimitrov,R,25.63449692
